article_id,link,title,main_category,category_1,category_2,category_3,category_4,suprise_r1,suprise_r2,suprise_r3,like_r1,like_r2,like_r3,c1_familiarity_r1,c1_familiarity_r2,c1_familiarity_r3,c2_familiarity_r1,c2_familiarity_r2,c2_familiarity_r3,c3_familiarity_r1,c3_familiarity_r2,c3_familiarity_r3,c4_familiarity_r1,c4_familiarity_r2,c4_familiarity_r3
17639,http://www.medicalnewstoday.com/articles/23920.php,"Treat depression and chronic pain separately, U-M researchers say",Pain / Anesthetics,Pain / Anesthetics,Depression,Fibromyalgia,,4,4,4,5,3,5,4,3,5,2,5,3,1,4,3,,,
29373,http://www.medicalnewstoday.com/articles/39047.php,Cut Sugary Drinks And Cut Teen Obesity,Nutrition / Diet,Pediatrics / Children's Health,Obesity / Weight Loss / Fitness,Nutrition / Diet,,1,2,1,2,1,4,5,3,2,4,3,4,5,4,4,,,
267745,http://www.medicalnewstoday.com/articles/309800.php,Study identifies factors that can help children thrive in the face of adversity,Pediatrics / Children's Health,Pediatrics / Children's Health,Psychology / Psychiatry,Mental Health,,2,4,1,2,4,4,1,5,4,2,2,2,2,3,2,,,
273744,http://www.medicalnewstoday.com/articles/315863.php,High levels of vitamin D may improve muscle strength,Nutrition / Diet,Nutrition / Diet,Obesity / Weight Loss / Fitness,Women's Health / Gynecology,,4,1,3,3,2,3,3,3,4,3,4,4,4,2,1,,,
268763,http://www.medicalnewstoday.com/articles/310838.php,Plant-based sweeteners may help individuals control their blood glucose levels,Nutrition / Diet,Nutrition / Diet,Diabetes,Obesity / Weight Loss / Fitness,,1,2,4,2,3,5,3,5,4,4,4,3,3,4,3,,,
267786,http://www.medicalnewstoday.com/articles/309842.php,Weight loss surgery boosts good cholesterol in obese teen boys,Obesity / Weight Loss / Fitness,Obesity / Weight Loss / Fitness,Cholesterol,Pediatrics / Children's Health,,4,5,2,1,3,4,5,3,4,2,3,2,1,2,1,,,
265101,http://www.medicalnewstoday.com/articles/307091.php,Depression and anxiety easy to diagnose in college students,Pediatrics / Children's Health,Pediatrics / Children's Health,Anxiety / Stress,Depression,,2,2,1,3,2,3,1,2,3,3,3,5,3,3,5,,,
257290,http://www.medicalnewstoday.com/articles/299006.php,"Food insecurity linked to adolescent obesity, metabolic syndrome",Obesity / Weight Loss / Fitness,Obesity / Weight Loss / Fitness,Pediatrics / Children's Health,Nutrition / Diet,,2,5,5,5,5,1,5,3,5,3,4,2,5,4,5,,,
59388,http://www.medicalnewstoday.com/articles/76429.php,Two Large Studies Show Decline In Suicide Attempts With Antidepressant Treatment,Depression,Depression,Mental Health,Psychology / Psychiatry,,2,3,1,3,4,5,4,5,2,3,5,2,2,4,3,,,
272988,http://www.medicalnewstoday.com/articles/315101.php,Diet drinks not 'diet' after all,Obesity / Weight Loss / Fitness,Obesity / Weight Loss / Fitness,Nutrition / Diet,Public Health,,2,1,1,4,3,5,4,3,4,4,2,4,4,3,2,,,
38585,http://www.medicalnewstoday.com/articles/50697.php,"Obesity Leads To More Aggressive Ovarian Cancer, Cedars-Sinai Research Shows",Ovarian Cancer,Ovarian Cancer,Obesity / Weight Loss / Fitness,Cancer / Oncology,,1,5,3,2,5,5,1,1,2,4,2,4,1,1,2,,,
273574,http://www.medicalnewstoday.com/articles/315692.php,"Thirdhand smoke affects weight, blood cell development in mice",Smoking / Quit Smoking,Smoking / Quit Smoking,Immune System / Vaccines,Pediatrics / Children's Health,,3,1,5,3,3,5,4,4,5,4,4,2,3,4,2,,,
264304,http://www.medicalnewstoday.com/articles/306258.php,"Early bedtime, better school performance",Pediatrics / Children's Health,Pediatrics / Children's Health,Sleep / Sleep Disorders / Insomnia,Neurology / Neuroscience,,1,1,1,4,4,3,5,3,2,5,5,2,5,1,2,,,
272845,http://www.medicalnewstoday.com/articles/314956.php,Food supplement may be key to treatment of rare disease,Neurology / Neuroscience,Neurology / Neuroscience,Genetics,Nutrition / Diet,,2,3,4,3,2,4,1,2,2,1,2,3,2,2,3,,,
257272,http://www.medicalnewstoday.com/articles/298988.php,Gum disease treatment using blueberry extract in development,Dentistry,Dentistry,Infectious Diseases / Bacteria / Viruses,Nutrition / Diet,,4,4,4,4,5,3,1,3,1,5,5,1,5,4,5,,,
264317,http://www.medicalnewstoday.com/articles/306272.php,Back-to-school asthma attacks linked to common cold virus in children,Respiratory / Asthma,Respiratory / Asthma,Flu / Cold / SARS,Pediatrics / Children's Health,,2,3,3,4,4,3,4,1,4,4,2,4,4,1,3,,,
266941,http://www.medicalnewstoday.com/articles/308970.php,Breakthrough toothpaste ingredient hardens your teeth while you sleep,Dentistry,Dentistry,Infectious Diseases / Bacteria / Viruses,Pediatrics / Children's Health,,2,5,2,4,5,2,3,2,2,3,3,1,3,2,1,,,
273630,http://www.medicalnewstoday.com/articles/315748.php,Critically ill children can still undergo liver transplantation and survive,Liver Disease / Hepatitis,Liver Disease / Hepatitis,Transplants / Organ Donations,Pediatrics / Children's Health,,3,4,5,5,3,4,1,4,1,1,4,2,3,5,1,,,
39974,http://www.medicalnewstoday.com/articles/52416.php,Cream Makes Skin Produce Sunless Tan,Dermatology,Dermatology,Public Health,Cancer / Oncology,,5,3,2,5,3,3,2,2,3,2,2,3,2,2,3,,,
256429,http://www.medicalnewstoday.com/articles/298117.php,Protein-packed breakfast prevents body fat gain in overweight teens,Obesity / Weight Loss / Fitness,Obesity / Weight Loss / Fitness,Pediatrics / Children's Health,Nutrition / Diet,,4,2,4,3,3,3,2,2,5,3,4,1,3,2,5,,,
267119,http://www.medicalnewstoday.com/articles/309154.php,Teen BMI predicts risk of cardiovascular death in adulthood,Obesity / Weight Loss / Fitness,Obesity / Weight Loss / Fitness,Heart Disease,Pediatrics / Children's Health,,5,1,3,5,4,5,4,5,5,3,5,5,4,5,4,,,
272867,http://www.medicalnewstoday.com/articles/314978.php,Unmotivated to exercise? Dopamine could be to blame,Obesity / Weight Loss / Fitness,Obesity / Weight Loss / Fitness,Neurology / Neuroscience,Nutrition / Diet,,2,4,4,4,5,4,4,4,4,2,4,3,3,4,4,,,
34452,http://www.medicalnewstoday.com/articles/45513.php,New Test Spares Couples With Familial Cancer The Trauma Of Termination,Pregnancy / Obstetrics,Pregnancy / Obstetrics,Cancer / Oncology,Abortion,,5,2,5,1,3,2,2,2,3,1,2,5,3,1,4,,,
5680,http://www.medicalnewstoday.com/articles/9772.php,Benefits of sunlight for human health,Melanoma / Skin Cancer,Melanoma / Skin Cancer,Public Health,Cancer / Oncology,,2,5,4,4,4,3,3,2,4,3,4,5,3,3,4,,,
34968,http://www.medicalnewstoday.com/articles/46151.php,Breast Cancer Drug To Extend Lives Of Men With Late Stage Prostate Cancer,Urology / Nephrology,Urology / Nephrology,Prostate / Prostate Cancer,Cancer / Oncology,,2,5,2,5,5,3,2,1,1,2,1,2,5,2,3,,,
271786,http://www.medicalnewstoday.com/articles/313889.php,"Type 2 diabetes caused by buildup of toxic fat, study suggests",Diabetes,Diabetes,Obesity / Weight Loss / Fitness,Nutrition / Diet,,4,3,2,4,2,2,5,2,3,5,3,4,5,3,5,,,
273556,http://www.medicalnewstoday.com/articles/315674.php,Large increase in eye injuries linked to laundry detergent pods among young children,Pediatrics / Children's Health,Pediatrics / Children's Health,Eye Health / Blindness,Public Health,,4,3,4,3,2,4,4,4,1,4,1,1,4,3,3,,,
273057,http://www.medicalnewstoday.com/articles/315170.php,Cutting salt intake by 10 percent would be 'highly cost effective worldwide',Public Health,Public Health,Nutrition / Diet,Cardiovascular / Cardiology,,4,3,2,4,5,2,4,3,1,4,4,5,2,3,1,,,
272235,http://www.medicalnewstoday.com/articles/314340.php,Can alcohol reduce calorie intake?,Alcohol / Addiction / Illegal Drugs,Alcohol / Addiction / Illegal Drugs,Obesity / Weight Loss / Fitness,Nutrition / Diet,,2,4,5,2,4,3,3,2,4,3,4,5,3,4,5,,,
91979,http://www.medicalnewstoday.com/articles/116133.php,The Health Benefits Of Daughters-In-Law On Chinese Elders,Seniors / Aging,Seniors / Aging,Psychology / Psychiatry,Depression,,5,5,5,4,5,4,2,5,2,2,5,2,3,5,2,,,
265502,http://www.medicalnewstoday.com/articles/307503.php,"Asthma symptoms linked to increased stress, anxiety levels in teens ",Respiratory / Asthma,Respiratory / Asthma,Pediatrics / Children's Health,Anxiety / Stress,,4,4,3,5,4,4,2,2,4,2,4,5,3,4,4,,,
272419,http://www.medicalnewstoday.com/articles/314527.php,"Brain thinks yo-yo dieting is a famine, causing weight gain",Nutrition / Diet,Nutrition / Diet,Obesity / Weight Loss / Fitness,Public Health,,2,2,1,4,4,4,4,4,5,4,4,5,2,5,3,,,
35666,http://www.medicalnewstoday.com/articles/46982.php,Skin Cancer Screening Rates Improved By Education Campaign,Melanoma / Skin Cancer,Melanoma / Skin Cancer,Cancer / Oncology,Men's Health,,3,2,1,4,2,4,4,2,4,3,2,4,4,2,4,,,
38091,http://www.medicalnewstoday.com/articles/50069.php,"Cancer Survivors At Risk For Suicidal Thoughts, Attempts",Cancer / Oncology,Cancer / Oncology,Bipolar,Pain / Anesthetics,,2,5,4,3,5,4,2,4,4,1,3,3,1,2,4,,,
271454,http://www.medicalnewstoday.com/articles/313553.php,Are Protein Shakes OK for People with Diabetes?,Diabetes,Diabetes,Nutrition / Diet,Obesity / Weight Loss / Fitness,,2,5,1,2,5,3,1,5,2,4,4,5,4,4,5,,,
237827,http://www.medicalnewstoday.com/articles/278702.php,Could a cocoa extract prevent Alzheimer's?,Alzheimer's / Dementia,Alzheimer's / Dementia,Nutrition / Diet,Neurology / Neuroscience,,4,5,4,3,4,3,1,3,2,5,4,3,1,2,2,,,
266445,http://www.medicalnewstoday.com/articles/308467.php,"Classroom program increases school breakfast participation, not obesity ",Pediatrics / Children's Health,Pediatrics / Children's Health,Nutrition / Diet,Obesity / Weight Loss / Fitness,,2,1,2,4,4,3,2,1,3,4,4,4,3,4,3,,,
270445,http://www.medicalnewstoday.com/articles/312538.php,Could fish oil reverse negative effects of a fatty diet?,Obesity / Weight Loss / Fitness,Obesity / Weight Loss / Fitness,Diabetes,Nutrition / Diet,,4,3,4,3,2,5,4,1,4,4,2,4,5,1,4,,,
36795,http://www.medicalnewstoday.com/articles/48446.php,Three-way Signaling Pathway Directly Involved In Tumor Development Identified,Dermatology,Dermatology,Cancer / Oncology,Genetics,,4,4,1,3,3,4,1,2,4,3,3,4,2,3,4,,,
29340,http://www.medicalnewstoday.com/articles/39014.php,"Depression, Anxiety In Girls Linked To Higher Body Mass Index In Women",Depression,Depression,Obesity / Weight Loss / Fitness,Women's Health / Gynecology,,1,1,2,1,3,2,1,4,4,5,4,4,1,5,1,,,
272689,http://www.medicalnewstoday.com/articles/314799.php,"Short-term, low-carb diets better for weight loss than low-fat diets",Nutrition / Diet,Nutrition / Diet,Obesity / Weight Loss / Fitness,Diabetes,,5,2,2,2,2,5,5,2,5,4,3,5,4,4,2,,,
272240,http://www.medicalnewstoday.com/articles/314345.php,Diet soda sweetener may cause weight gain,Nutrition / Diet,Nutrition / Diet,GastroIntestinal / Gastroenterology,Obesity / Weight Loss / Fitness,,2,2,5,1,4,3,4,3,3,3,3,2,4,4,2,,,
264759,http://www.medicalnewstoday.com/articles/306735.php,Children born in winter have vulnerable lungs,Respiratory / Asthma,Respiratory / Asthma,Pulmonary System,Pediatrics / Children's Health,,4,4,3,3,4,1,4,3,3,3,3,3,2,4,3,,,
269420,http://www.medicalnewstoday.com/articles/311502.php,"Extra 1,000 steps a day shows benefits for children with type 1 diabetes",Diabetes,Diabetes,Pediatrics / Children's Health,Heart Disease,,2,2,2,4,3,5,5,2,3,4,5,4,5,2,3,,,
273727,http://www.medicalnewstoday.com/articles/315846.php,Gluten-free diet may have 'unintended consequences' for health,Nutrition / Diet,Nutrition / Diet,Food Intolerance,Public Health,,4,2,1,5,1,3,5,4,3,3,3,3,3,2,3,,,
268866,http://www.medicalnewstoday.com/articles/310943.php,"Diabetes drug lowers risk of cardiovascular complications, kidney disease",Diabetes,Diabetes,Cardiovascular / Cardiology,Urology / Nephrology,,3,3,4,2,4,4,2,2,2,3,2,1,2,2,1,,,
29448,http://www.medicalnewstoday.com/articles/39139.php,Vitamin D Can Increase Cancer Survival Rates For Black Americans,Cancer / Oncology,Cancer / Oncology,Dermatology,Public Health,,2,4,4,1,4,3,4,4,1,4,4,2,4,3,3,,,
29269,http://www.medicalnewstoday.com/articles/38929.php,Potential Association Between Skin Cancer Cream And Improvements Of Prematurely Aged Skin,Dermatology,Dermatology,Seniors / Aging,Cancer / Oncology,,4,4,2,4,1,3,3,2,2,4,4,2,4,3,3,,,
272645,http://www.medicalnewstoday.com/articles/314755.php,Study links nutrition to brain health and intelligence in older adults,Nutrition / Diet,Nutrition / Diet,Neurology / Neuroscience,Seniors / Aging,,4,4,4,5,3,5,4,3,2,2,1,2,3,3,1,,,
268519,http://www.medicalnewstoday.com/articles/310593.php,Why malnutrition is an immune disorder,Pediatrics / Children's Health,Pediatrics / Children's Health,Nutrition / Diet,Immune System / Vaccines,,2,4,1,2,5,1,3,2,2,3,3,3,2,3,3,,,
35477,http://www.medicalnewstoday.com/articles/46760.php,"Sunbeds Likely To Increase Skin Cancer Risk, European Commission",Melanoma / Skin Cancer,Melanoma / Skin Cancer,Cancer / Oncology,Public Health,,2,1,1,4,2,5,5,1,1,5,2,1,4,3,2,,,
268563,http://www.medicalnewstoday.com/articles/310637.php,"Chemicals in food packaging, fungicides might damage children's teeth",Dentistry,Dentistry,Endocrinology,Pediatrics / Children's Health,,4,5,4,5,5,5,1,3,2,1,1,1,2,3,5,,,
266673,http://www.medicalnewstoday.com/articles/308699.php,Exercise counteracts sitting time,Sports Medicine / Fitness,Obesity / Weight Loss / Fitness,Diabetes,Heart Disease,,1,1,1,4,4,4,4,4,4,4,3,5,4,3,5,,,
36157,http://www.medicalnewstoday.com/articles/47581.php,Obese Teenage Girls Have High Risk Of Middle Age Death,Obesity / Weight Loss / Fitness,Obesity / Weight Loss / Fitness,Women's Health / Gynecology,Diabetes,,2,5,5,3,3,4,5,2,3,2,4,3,1,3,4,,,
256506,http://www.medicalnewstoday.com/articles/298202.php,How energy drinks affect your body within 24 hours,Nutrition / Diet,Nutrition / Diet,Neurology / Neuroscience,Sleep / Sleep Disorders / Insomnia,,2,2,2,4,2,4,4,3,5,1,4,1,2,3,2,,,
31978,http://www.medicalnewstoday.com/articles/42270.php,"Novel Vaccine Curbs Brain Tumor Growth, Increases Survival",Immune System / Vaccines,Immune System / Vaccines,Neurology / Neuroscience,Cancer / Oncology,,2,5,5,2,5,5,1,4,5,1,1,3,1,2,5,,,
268536,http://www.medicalnewstoday.com/articles/310610.php,Weight gain in children associated with low hormone levels,Pediatrics / Children's Health,Pediatrics / Children's Health,Endocrinology,Obesity / Weight Loss / Fitness,,4,5,2,4,5,2,3,1,3,1,1,4,5,5,4,,,
271513,http://www.medicalnewstoday.com/articles/313612.php,Diabetes risk doubles with more than two soft drinks daily,Diabetes,Diabetes,Nutrition / Diet,Immune System / Vaccines,,1,1,1,5,4,4,3,2,3,5,4,4,4,2,2,,,
55492,http://www.medicalnewstoday.com/articles/71690.php,"Families Of Dying Patients Suffer Reduced Stress, Anxiety And Depression When Communication Improved",Anxiety / Stress,Anxiety / Stress,Depression,Psychology / Psychiatry,,1,4,4,5,3,4,3,5,5,3,5,4,3,3,2,,,
268137,http://www.medicalnewstoday.com/articles/310205.php,"Fruit compounds could help treat obesity, type 2 diabetes, and CVD",Obesity / Weight Loss / Fitness,Obesity / Weight Loss / Fitness,Cardiovascular / Cardiology,Diabetes,,3,4,3,3,3,5,2,5,4,1,4,3,2,4,3,,,
256604,http://www.medicalnewstoday.com/articles/298300.php,Eating on the move may trigger weight gain in dieters,Obesity / Weight Loss / Fitness,Obesity / Weight Loss / Fitness,Nutrition / Diet,Psychology / Psychiatry,,5,2,4,5,2,3,4,3,5,3,3,5,2,3,3,,,
271616,http://www.medicalnewstoday.com/articles/313716.php,Risk of hospital admissions could be reduced with better general practice strategies,Primary Care / General Practice,Diabetes,Alcohol / Addiction / Illegal Drugs,Alzheimer's / Dementia,,4,1,1,4,3,2,3,1,1,3,1,3,2,1,3,,,
28728,http://www.medicalnewstoday.com/articles/38234.php,Moffitt Doctors Get Positive Study Results For Patients With Lung Cancer,Lung Cancer,Lung Cancer,Cancer / Oncology,Respiratory / Asthma,,2,4,2,5,4,4,4,3,4,2,5,5,3,3,4,,,
28796,http://www.medicalnewstoday.com/articles/38343.php,Childhood Depression May Encourage Ecstasy Use,Alcohol / Addiction / Illegal Drugs,Alcohol / Addiction / Illegal Drugs,Pediatrics / Children's Health,Depression,,1,2,4,3,4,1,5,1,1,5,1,4,5,1,1,,,
769,http://www.medicalnewstoday.com/articles/4446.php,"Study Links Forgiveness To Less Back Pain, Depression",Back Pain,Back Pain,Depression,Psychology / Psychiatry,,3,5,5,3,4,3,5,5,4,4,5,4,3,4,3,,,
266552,http://www.medicalnewstoday.com/articles/308575.php,Are we programmed to like or not like exercise before we are born?,Pregnancy / Obstetrics,Pregnancy / Obstetrics,Pediatrics / Children's Health,Obesity / Weight Loss / Fitness,,4,4,4,5,4,4,2,5,4,2,4,4,4,2,4,,,
269286,http://www.medicalnewstoday.com/articles/311368.php,How often should you bathe your child with eczema? Daily 'soak and smear' or steer clear?,Eczema / Psoriasis,Eczema / Psoriasis,Dermatology,Pediatrics / Children's Health,,4,2,5,4,3,5,4,1,5,3,2,4,3,1,5,,,
269826,http://www.medicalnewstoday.com/articles/311912.php,Excessive daily TV watching may increase risk of death,Pulmonary System,Pulmonary System,Obesity / Weight Loss / Fitness,Diabetes,,4,5,2,3,4,2,1,2,4,5,3,4,2,2,4,,,
270265,http://www.medicalnewstoday.com/articles/312356.php,"Prolonged sitting: 'Exercise does not offset health risks,' say AHA",Sports Medicine / Fitness,Cardiovascular / Cardiology,Diabetes,Obesity / Weight Loss / Fitness,,2,4,3,3,5,3,3,2,3,3,1,3,3,4,3,,,
273035,http://www.medicalnewstoday.com/articles/315148.php,Study suggests enterovirus infections linked with autoimmunity that leads to type 1 diabetes,Pediatrics / Children's Health,Pediatrics / Children's Health,Diabetes,Infectious Diseases / Bacteria / Viruses,,3,4,4,4,3,3,2,3,3,2,4,4,2,4,3,,,
272914,http://www.medicalnewstoday.com/articles/315025.php,"Mediterranean diet prevents brain atrophy, study finds",Nutrition / Diet,Nutrition / Diet,Neurology / Neuroscience,Seniors / Aging,,2,2,2,5,3,3,5,4,3,5,3,4,2,3,2,,,
256400,http://www.medicalnewstoday.com/articles/298086.php,Children who are leaner report eating more polyunsaturated fatty acids,Obesity / Weight Loss / Fitness,Obesity / Weight Loss / Fitness,Pediatrics / Children's Health,Nutrition / Diet,,4,3,2,5,4,4,5,4,4,2,5,1,4,4,4,,,
257528,http://www.medicalnewstoday.com/articles/299250.php,Higher fish consumption linked to reduced risk of depression,Depression,Depression,Nutrition / Diet,Mental Health,,2,5,3,4,5,4,5,5,4,4,5,1,5,5,4,,,
268406,http://www.medicalnewstoday.com/articles/310479.php,Heart disease risk may be increased with air pollution exposure,Water - Air Quality / Agriculture,Heart Disease,Diabetes,Cholesterol,,2,5,3,3,5,4,1,3,3,2,4,5,1,4,4,,,
273439,http://www.medicalnewstoday.com/articles/315555.php,"People with HIV more likely to develop diabetes, study finds",HIV / AIDS,HIV / AIDS,Diabetes,Public Health,,4,4,3,3,3,3,3,3,1,3,3,1,3,3,1,,,
38777,http://www.medicalnewstoday.com/articles/50944.php,Gene Therapy Acheives Promising Skin Cancer Success,Melanoma / Skin Cancer,Melanoma / Skin Cancer,Cancer / Oncology,Genetics,,4,2,4,3,2,5,2,3,2,2,3,2,2,2,1,,,
149279,http://www.medicalnewstoday.com/articles/184321.php,Diabetics Could Benefit From Wireless Health Care,IT / Internet / E-mail,Diabetes,Nutrition / Diet,Infectious Diseases / Bacteria / Viruses,,4,4,3,4,3,4,4,3,5,4,4,5,3,3,4,,,
267054,http://www.medicalnewstoday.com/articles/309086.php,Most online liquid nicotine vendors fail to prevent sales to minors,Smoking / Quit Smoking,Smoking / Quit Smoking,Alcohol / Addiction / Illegal Drugs,Pediatrics / Children's Health,,1,1,1,3,2,3,5,5,3,4,5,3,1,5,3,,,
268871,http://www.medicalnewstoday.com/articles/310948.php,Breast-feeding improves later-life heart health for preterm infants,Pediatrics / Children's Health,Pediatrics / Children's Health,Cardiovascular / Cardiology,Pregnancy / Obstetrics,,2,2,2,1,4,5,1,4,4,3,4,5,1,3,4,,,
59372,http://www.medicalnewstoday.com/articles/76413.php,Brain Pathway May Underlie Depression,Depression,Depression,Neurology / Neuroscience,Psychology / Psychiatry,,2,3,3,5,5,2,5,1,2,5,1,1,5,5,2,,,
33248,http://www.medicalnewstoday.com/articles/43894.php,"Verbal Abuse In Childhood Triggers Adult Anxiety, Depression",Psychology / Psychiatry,Psychology / Psychiatry,Anxiety / Stress,Depression,,1,3,2,3,5,2,4,3,3,4,3,5,5,3,5,,,
33297,http://www.medicalnewstoday.com/articles/43965.php,Research Reveals Control Of Potent Immune Regulator,Immune System / Vaccines,Immune System / Vaccines,Infectious Diseases / Bacteria / Viruses,Cancer / Oncology,,4,3,3,3,4,3,3,5,3,3,5,3,3,5,2,,,
257622,http://www.medicalnewstoday.com/articles/299346.php,Call for curb on the production and sale of cheap salty junk food,Nutrition / Diet,Nutrition / Diet,Cardiovascular / Cardiology,Hypertension,,1,4,4,4,4,4,5,3,4,1,3,3,1,2,2,,,
36506,http://www.medicalnewstoday.com/articles/48034.php,Los Angeles Unified School District To Offer Female Students Merck's Gardasil,Immune System / Vaccines,Immune System / Vaccines,Cancer / Oncology,Women's Health / Gynecology,,2,4,3,3,5,4,4,5,3,3,4,2,1,4,2,,,
266488,http://www.medicalnewstoday.com/articles/308510.php,Rat study reveals long-term effects of adolescent amphetamine abuse on the brain,Alcohol / Addiction / Illegal Drugs,Alcohol / Addiction / Illegal Drugs,Pediatrics / Children's Health,Neurology / Neuroscience,,1,1,3,4,4,2,3,4,3,2,3,3,2,3,2,,,
273132,http://www.medicalnewstoday.com/articles/315246.php,Schizophrenia could directly increase risk of diabetes,Schizophrenia,Schizophrenia,Psychology / Psychiatry,Diabetes,,2,2,5,4,2,4,3,3,1,3,3,1,4,4,3,,,
273626,http://www.medicalnewstoday.com/articles/315744.php,"Whole grains increase metabolism, may help promote weight loss",Nutrition / Diet,Nutrition / Diet,Obesity / Weight Loss / Fitness,GastroIntestinal / Gastroenterology,,2,3,3,5,4,5,5,4,5,5,4,4,5,1,2,,,
272274,http://www.medicalnewstoday.com/articles/314379.php,Yo-yo dieting may be caused by altered gut microbes,Obesity / Weight Loss / Fitness,Obesity / Weight Loss / Fitness,Nutrition / Diet,GastroIntestinal / Gastroenterology,,5,4,4,5,5,3,4,5,3,4,5,3,2,3,3,,,
270014,http://www.medicalnewstoday.com/articles/312101.php,Study sheds light on link between cholesterol and diabetes,Cholesterol,Cholesterol,Diabetes,Heart Disease,,4,2,2,3,2,2,2,3,1,2,3,2,2,3,1,,,
256497,http://www.medicalnewstoday.com/articles/298193.php,Women respond more to romantic cues on a full stomach,Neurology / Neuroscience,Neurology / Neuroscience,Nutrition / Diet,Women's Health / Gynecology,,5,5,3,4,5,3,2,1,4,4,2,5,1,3,5,,,
267470,http://www.medicalnewstoday.com/articles/309515.php,Restaurants should offer tap water to help fight child obesity,Pediatrics / Children's Health,Pediatrics / Children's Health,Nutrition / Diet,Obesity / Weight Loss / Fitness,,3,2,3,4,4,2,4,3,4,3,5,4,3,5,2,,,
273583,http://www.medicalnewstoday.com/articles/315701.php,Research finds flaws in studies of mass deworming efforts for children in poor countries,Pediatrics / Children's Health,Pediatrics / Children's Health,Infectious Diseases / Bacteria / Viruses,Tropical Diseases,,3,3,3,3,3,3,1,5,3,2,5,3,1,3,3,,,
273369,http://www.medicalnewstoday.com/articles/315485.php,Can mushrooms help delay or prevent dementia and Alzheimer's disease?,Alzheimer's / Dementia,Alzheimer's / Dementia,Neurology / Neuroscience,Nutrition / Diet,,5,4,3,3,4,3,3,3,2,5,3,2,5,4,3,,,
268473,http://www.medicalnewstoday.com/articles/310546.php,"As more states legalize marijuana, adolescents' problems with pot decline",Alcohol / Addiction / Illegal Drugs,Alcohol / Addiction / Illegal Drugs,Pediatrics / Children's Health,Psychology / Psychiatry,,4,5,3,4,4,1,1,4,1,2,3,1,1,3,1,,,
266831,http://www.medicalnewstoday.com/articles/308858.php,Kids' meals still too high in fat and sodium,Nutrition / Diet,Nutrition / Diet,Pediatrics / Children's Health,Obesity / Weight Loss / Fitness,,1,4,1,3,4,3,5,3,5,5,2,1,4,2,5,,,
269738,http://www.medicalnewstoday.com/articles/311821.php,Breastfeeding alters maternal metabolism and protects against diabetes for up to 15 years after delivery,Diabetes,Diabetes,Women's Health / Gynecology,Pregnancy / Obstetrics,,4,3,4,5,3,5,3,4,2,4,5,4,5,5,5,,,
270363,http://www.medicalnewstoday.com/articles/312456.php,Citrus fruit antioxidants may prevent chronic diseases caused by obesity,Nutrition / Diet,Nutrition / Diet,Heart Disease,Diabetes,,4,3,4,5,5,4,5,5,5,5,4,2,5,4,3,,,
257352,http://www.medicalnewstoday.com/articles/299071.php,Health risks of saturated fats aggravated by immune response,Obesity / Weight Loss / Fitness,Obesity / Weight Loss / Fitness,Lupus,Nutrition / Diet,,3,4,1,4,3,3,5,4,3,5,1,1,5,4,4,,,
269083,http://www.medicalnewstoday.com/articles/311164.php,New link found between diabetes and Alzheimer's disease,Diabetes,Diabetes,Alzheimer's / Dementia,Neurology / Neuroscience,,5,2,5,5,3,3,4,4,4,5,2,2,3,2,1,,,
273767,http://www.medicalnewstoday.com/articles/315886.php,New evidence that vitamin D prevents respiratory infections,Respiratory / Asthma,Respiratory / Asthma,Infectious Diseases / Bacteria / Viruses,Nutrition / Diet,,4,3,4,4,4,5,1,3,5,1,3,3,3,2,5,,,
271781,http://www.medicalnewstoday.com/articles/313884.php,Sleep deprivation may cause people to eat more calories,Sleep / Sleep Disorders / Insomnia,Sleep / Sleep Disorders / Insomnia,Obesity / Weight Loss / Fitness,Nutrition / Diet,,5,1,3,5,5,4,1,5,3,1,4,5,2,5,5,,,
31825,http://www.medicalnewstoday.com/articles/42071.php,Does An Association Between Prostate Cancer And Military Service In Vietnam Exist?,Prostate / Prostate Cancer,Prostate / Prostate Cancer,Urology / Nephrology,Cancer / Oncology,,4,3,3,3,3,3,3,4,2,2,3,3,3,4,4,,,
56938,http://www.medicalnewstoday.com/articles/73416.php,Conference To Investigate Basis Of Parental Behavior,Women's Health / Gynecology,Women's Health / Gynecology,Pregnancy / Obstetrics,Depression,,3,3,4,3,4,4,4,4,2,5,4,3,5,5,2,,,
57126,http://www.medicalnewstoday.com/articles/73661.php,Depressed People Gain More From Getting Married,Depression,Depression,Psychology / Psychiatry,Public Health,,5,3,4,5,2,5,5,3,4,3,2,4,5,2,5,,,
273231,http://www.medicalnewstoday.com/articles/315346.php,Examining inflammation and gut bacteria in type 1 diabetes,Diabetes,Diabetes,GastroIntestinal / Gastroenterology,Immune System / Vaccines,,3,5,4,3,4,4,2,5,4,5,5,3,3,5,4,,,
269463,http://www.medicalnewstoday.com/articles/311545.php,Higher risk of cancer before and after diabetes diagnosis,Diabetes,Diabetes,Cancer / Oncology,Public Health,,4,4,4,3,4,4,3,5,3,2,5,4,3,5,3,,,
267002,http://www.medicalnewstoday.com/articles/309032.php,"Liver disease risk increased by type 2 diabetes, study finds ",Diabetes,Diabetes,Liver Disease / Hepatitis,Obesity / Weight Loss / Fitness,,3,1,4,3,5,3,3,5,4,1,3,3,5,5,5,,,
